,date,average price,total volume,size_4046,size_4225,size_4770,total bags,small bags,large bags,xlarge bags,type,year,city,total sales
713,2015-04-12,1.02,271182.01,96441.78,24663.5,43008.11,107068.62,101770.1,2451.53,2846.99,conventional,2015,Detroit,276605.65020000003
714,2015-04-05,1.11,295385.41,113210.53,62859.83,49925.6,69389.45,65997.82,1999.07,1392.56,conventional,2015,Detroit,327877.8051
715,2015-03-29,0.97,304048.16,120782.43,28182.89,38352.45,116730.39,113016.39,2415.87,1298.13,conventional,2015,Detroit,294926.7152
716,2015-03-22,0.97,455372.43,138397.72,109057.9,144745.74,63171.07,44419.39,754.44,17997.24,conventional,2015,Detroit,441711.2571
717,2015-03-15,1.13,254974.87,107980.24,31613.46,48302.85,67078.32,62158.56,1375.92,3543.84,conventional,2015,Detroit,288121.60309999995
718,2015-03-08,1.01,278695.29,97420.1,29942.92,46763.06,104569.21,99704.49,473.7,4391.02,conventional,2015,Detroit,281482.24289999995
719,2015-03-01,0.97,397899.56,97605.68,101935.17,129285.88,69072.83,50732.68,1144.16,17195.99,conventional,2015,Detroit,385962.5732
720,2015-02-22,1.15,250888.8,99207.09,34703.33,46471.63,70506.75,66789.41,267.65,3449.69,conventional,2015,Detroit,288522.11999999994
721,2015-02-15,1.16,255597.63,100594.59,31170.09,41639.69,82193.26,78474.19,676.16,3042.91,conventional,2015,Detroit,296493.2508
722,2015-02-08,1.11,268195.87,129910.26,35996.84,40515.81,61772.96,57777.05,1023.87,2972.04,conventional,2015,Detroit,297697.4157
723,2015-02-01,0.92,539750.77,205775.28,136119.82,127173.89,70681.78,54003.36,688.47,15989.95,conventional,2015,Detroit,496570.70840000006
724,2015-01-25,1.19,277325.29,110113.35,47558.4,45889.29,73764.25,69311.52,1280.03,3172.7,conventional,2015,Detroit,330017.0951
725,2015-01-18,1.1,291788.43,113616.86,45446.17,37740.18,94985.22,92319.38,1066.01,1599.83,conventional,2015,Detroit,320967.27300000004
726,2015-01-11,1.08,332165.05,108378.69,90104.73,76985.0,56696.63,48639.13,620.82,7436.68,conventional,2015,Detroit,358738.254
727,2015-01-04,1.01,369694.27,121634.27,117865.11,74062.76,56132.13,46679.86,1060.51,8391.76,conventional,2015,Detroit,373391.21270000003
728,2015-12-27,1.13,147713.85,2992.62,101109.84,5754.75,37856.64,30738.09,2919.24,4199.31,conventional,2015,Grand Rapids,166916.6505
729,2015-12-20,1.13,126262.26,2630.11,85259.91,3211.51,35160.73,30547.62,2288.36,2324.75,conventional,2015,Grand Rapids,142676.35379999998
730,2015-12-13,1.24,117645.69,3809.88,69582.68,3264.07,40989.06,38257.02,2231.37,500.67,conventional,2015,Grand Rapids,145880.6556
731,2015-12-06,0.93,217174.66,4026.57,165454.45,15635.86,32057.78,26570.4,1560.59,3926.79,conventional,2015,Grand Rapids,201972.43380000003
732,2015-11-29,1.12,120552.43,3726.77,82760.11,3336.97,30728.58,27835.71,2816.43,76.44,conventional,2015,Grand Rapids,135018.72160000002
733,2015-11-22,1.11,140981.22,3734.97,94794.75,5725.81,36725.69,33606.78,2327.22,791.69,conventional,2015,Grand Rapids,156489.15420000002
734,2015-11-15,1.2,129448.75,3490.77,74695.44,2506.31,48756.23,47301.23,1427.26,27.74,conventional,2015,Grand Rapids,155338.5
735,2015-11-08,0.93,198257.69,3970.87,149876.75,7556.57,36853.5,34956.27,1819.27,77.96,conventional,2015,Grand Rapids,184379.65170000002
736,2015-11-01,0.91,205592.1,3731.64,147281.28,8605.43,45973.75,43392.69,1757.12,823.94,conventional,2015,Grand Rapids,187088.81100000002
737,2015-10-25,1.14,134921.44,3899.73,86434.9,9431.21,35155.6,30487.72,3036.22,1631.66,conventional,2015,Grand Rapids,153810.4416
738,2015-10-18,0.94,184806.99,3821.47,118521.96,17329.17,45134.39,40257.54,1830.77,3046.08,conventional,2015,Grand Rapids,173718.57059999998
739,2015-10-11,0.97,198769.54,3638.99,106363.84,49279.06,39487.65,21799.3,2155.38,15532.97,conventional,2015,Grand Rapids,192806.4538
740,2015-10-04,0.99,160322.48,3241.7,102316.58,18103.36,36660.84,29446.94,2198.98,5014.92,conventional,2015,Grand Rapids,158719.2552
741,2015-09-27,1.15,137849.61,2977.77,87274.97,13024.28,34572.59,28888.74,1913.24,3770.61,conventional,2015,Grand Rapids,158527.05149999997
742,2015-09-20,0.88,244696.01,3612.73,177686.12,9651.55,53745.61,51686.05,1815.57,243.99,conventional,2015,Grand Rapids,215332.48880000002
743,2015-09-13,0.95,219380.93,4113.5,143018.46,20439.94,51809.03,43865.37,2851.68,5091.98,conventional,2015,Grand Rapids,208411.8835
744,2015-09-06,1.09,170309.3,3673.53,111964.57,6016.37,48654.83,45108.48,3486.89,59.46,conventional,2015,Grand Rapids,185637.137
745,2015-08-30,0.91,226898.73,3931.2,152332.2,16719.44,53915.89,48562.08,2309.09,3044.72,conventional,2015,Grand Rapids,206477.84430000003
746,2015-08-23,1.28,128681.94,4847.16,72826.86,5459.79,45548.13,40204.96,4716.36,626.81,conventional,2015,Grand Rapids,164712.8832
747,2015-08-16,0.89,268902.14,5134.58,177609.75,20395.04,65762.77,55316.85,6674.12,3771.8,conventional,2015,Grand Rapids,239322.9046
748,2015-08-09,1.08,186733.16,4807.41,120579.39,8389.85,52956.51,49559.83,3294.27,102.41,conventional,2015,Grand Rapids,201671.8128
749,2015-08-02,1.05,184067.49,4122.95,109853.88,10359.57,59731.09,55048.69,4030.14,652.26,conventional,2015,Grand Rapids,193270.8645
750,2015-07-26,1.12,153868.79,3192.59,66065.84,9957.92,74652.44,69267.05,4085.24,1300.15,conventional,2015,Grand Rapids,172333.04480000003
751,2015-07-19,1.05,215736.47,2680.7,122122.69,29478.33,61454.75,52697.22,3806.21,4951.32,conventional,2015,Grand Rapids,226523.2935
752,2015-07-12,1.19,153112.84,4663.59,66045.81,9833.58,72569.86,66368.31,4901.72,1299.83,conventional,2015,Grand Rapids,182204.27959999998
753,2015-07-05,1.16,202842.97,2709.26,109357.57,34986.3,55789.84,44032.97,5692.28,6064.59,conventional,2015,Grand Rapids,235297.84519999998
754,2015-06-28,1.1,155972.38,3089.5,55014.27,9941.32,87927.29,80548.8,5044.35,2334.14,conventional,2015,Grand Rapids,171569.61800000002
755,2015-06-21,0.96,265555.66,2552.14,167585.16,32903.12,62515.24,53623.47,4943.16,3948.61,conventional,2015,Grand Rapids,254933.43359999996
756,2015-06-14,1.07,197387.76,4446.1,116392.81,4934.17,71614.68,67207.35,4401.93,5.4,conventional,2015,Grand Rapids,211204.90320000003
757,2015-06-07,1.14,212599.11,6926.42,134230.11,10407.58,61035.0,55432.55,4067.09,1535.36,conventional,2015,Grand Rapids,242362.98539999998
758,2015-05-31,1.31,167907.51,7097.0,90411.8,3360.05,67038.66,64208.38,2794.35,35.93,conventional,2015,Grand Rapids,219958.83810000002
759,2015-05-24,1.3,158917.21,7888.33,74169.01,3111.69,73748.18,69048.81,4663.55,35.82,conventional,2015,Grand Rapids,206592.373
760,2015-05-17,0.97,277502.12,5515.43,202939.01,12421.42,56626.26,52456.3,3991.49,178.47,conventional,2015,Grand Rapids,269177.0564
761,2015-05-10,1.36,159642.82,7383.85,84947.73,3817.57,63493.67,59129.49,4335.74,28.44,conventional,2015,Grand Rapids,217114.23520000002
762,2015-05-03,1.06,238550.81,6301.92,176717.87,6727.83,48803.19,46862.74,1898.03,42.42,conventional,2015,Grand Rapids,252863.8586
763,2015-04-26,1.09,189609.49,4480.46,105590.91,6421.76,73116.36,68758.56,4305.08,52.72,conventional,2015,Grand Rapids,206674.34410000002
764,2015-04-19,0.93,310672.4,5547.29,217323.81,15023.71,72777.59,68697.84,3761.98,317.77,conventional,2015,Grand Rapids,288925.33200000005
765,2015-04-12,1.13,147494.24,5875.73,66804.31,2717.16,72097.04,68693.55,3377.45,26.04,conventional,2015,Grand Rapids,166668.49119999996
766,2015-04-05,1.22,157721.54,4487.21,92044.84,5487.61,55701.88,50462.56,5165.79,73.53,conventional,2015,Grand Rapids,192420.2788
767,2015-03-29,1.11,149631.24,1977.68,63600.68,3003.97,81048.91,75725.67,5299.2,24.04,conventional,2015,Grand Rapids,166090.6764
768,2015-03-22,0.91,311876.75,1930.32,231211.7,19097.99,59636.74,57118.41,2105.9,412.43,conventional,2015,Grand Rapids,283807.8425
769,2015-03-15,1.35,123895.07,1621.03,69452.53,4214.32,48607.19,45347.61,3244.22,15.36,conventional,2015,Grand Rapids,167258.3445
770,2015-03-08,1.08,146835.6,1783.51,68592.44,3903.17,72556.48,69329.04,3169.54,57.9,conventional,2015,Grand Rapids,158582.448
771,2015-03-01,0.95,263987.21,1355.2,182093.72,26454.42,54083.87,47217.11,3519.09,3347.67,conventional,2015,Grand Rapids,250787.8495
772,2015-02-22,1.31,129295.86,1593.4,69934.93,4894.78,52872.75,48858.06,3767.48,247.21,conventional,2015,Grand Rapids,169377.5766
773,2015-02-15,1.21,136761.35,1659.05,67025.59,4215.01,63861.7,57601.99,6203.39,56.32,conventional,2015,Grand Rapids,165481.2335
774,2015-02-08,1.24,132621.01,1155.67,74113.5,4855.23,52496.61,48150.41,4209.37,136.83,conventional,2015,Grand Rapids,164450.05240000002
775,2015-02-01,0.94,309471.69,1621.68,240215.65,19211.54,48422.82,43899.75,4377.27,145.8,conventional,2015,Grand Rapids,290903.3886
776,2015-01-25,1.19,144301.73,1112.09,78092.72,6374.01,58722.91,54053.21,4552.75,116.95,conventional,2015,Grand Rapids,171719.0587
777,2015-01-18,1.07,150201.39,970.13,78433.37,6411.99,64385.9,60381.95,3727.81,276.14,conventional,2015,Grand Rapids,160715.48730000004
778,2015-01-11,1.03,185135.41,972.96,127984.25,13798.9,42379.3,39193.44,2896.97,288.89,conventional,2015,Grand Rapids,190689.4723
779,2015-01-04,0.95,258979.63,1097.0,189348.6,22612.46,45921.57,43899.46,1097.68,924.43,conventional,2015,Grand Rapids,246030.64849999998
832,2015-12-27,1.16,173645.55,22694.58,98629.2,149.11,52172.66,51396.6,776.06,0.0,conventional,2015,Harrisburg,201428.83799999996
833,2015-12-20,1.11,180186.23,24111.34,100758.01,158.29,55158.59,53929.04,1229.55,0.0,conventional,2015,Harrisburg,200006.71530000004
834,2015-12-13,1.14,187058.65,27053.78,107144.99,229.97,52629.91,51752.86,877.05,0.0,conventional,2015,Harrisburg,213246.86099999998
835,2015-12-06,1.1,171195.76,25260.16,99013.86,118.19,46803.55,46345.26,458.29,0.0,conventional,2015,Harrisburg,188315.33600000004
836,2015-11-29,1.17,146103.34,23707.06,82015.89,110.54,40269.85,39640.65,629.2,0.0,conventional,2015,Harrisburg,170940.9078
837,2015-11-22,1.16,162429.43,26601.95,85742.43,198.26,49886.79,47519.78,2367.01,0.0,conventional,2015,Harrisburg,188418.1388
838,2015-11-15,1.09,189916.88,25483.85,113515.58,93.58,50823.87,46939.57,3884.3,0.0,conventional,2015,Harrisburg,207009.3992
839,2015-11-08,1.09,214993.36,27837.88,137670.52,169.5,49315.46,47637.88,1677.58,0.0,conventional,2015,Harrisburg,234342.7624
840,2015-11-01,1.13,219970.37,28916.15,140625.82,173.18,50255.22,49340.53,914.69,0.0,conventional,2015,Harrisburg,248566.51809999996
841,2015-10-25,1.11,183276.68,27595.5,101618.92,185.61,53876.65,52569.78,1306.87,0.0,conventional,2015,Harrisburg,203437.1148
842,2015-10-18,0.93,264223.22,27640.26,186372.86,408.03,49802.07,48878.61,923.46,0.0,conventional,2015,Harrisburg,245727.59459999998
843,2015-10-11,1.05,225079.92,32042.53,137367.2,267.77,55402.42,53610.63,1791.79,0.0,conventional,2015,Harrisburg,236333.91600000003
844,2015-10-04,1.16,188436.91,32554.49,95392.4,323.79,60166.23,59227.5,938.73,0.0,conventional,2015,Harrisburg,218586.8156
845,2015-09-27,1.15,192478.26,30410.27,108385.85,294.6,53387.54,51731.16,1656.38,0.0,conventional,2015,Harrisburg,221349.99899999998
846,2015-09-20,1.17,188314.24,31925.36,101200.97,279.75,54908.16,53988.59,919.57,0.0,conventional,2015,Harrisburg,220327.66079999998
847,2015-09-13,1.07,254744.58,33047.61,170884.4,294.21,50518.36,48537.65,1980.71,0.0,conventional,2015,Harrisburg,272576.7006
848,2015-09-06,1.19,225494.59,37453.63,128772.37,465.01,58803.58,57426.04,1344.61,32.93,conventional,2015,Harrisburg,268338.5621
849,2015-08-30,1.18,219908.82,34595.95,125106.29,614.86,59591.72,57205.13,1779.77,606.82,conventional,2015,Harrisburg,259492.4076
850,2015-08-23,1.1,222637.15,37213.9,128402.42,584.81,56436.02,54580.78,1140.14,715.1,conventional,2015,Harrisburg,244900.86500000002
851,2015-08-16,1.09,247813.45,37089.49,161018.66,402.5,49302.8,48581.44,714.85,6.51,conventional,2015,Harrisburg,270116.66050000006
852,2015-08-09,1.07,247575.06,40320.2,149595.95,510.58,57148.33,56333.05,815.28,0.0,conventional,2015,Harrisburg,264905.3142
853,2015-08-02,1.1,242281.36,40387.93,143352.05,733.22,57808.16,56786.27,1018.67,3.22,conventional,2015,Harrisburg,266509.496
854,2015-07-26,1.17,225227.57,39346.13,123455.52,480.44,61945.48,60632.24,1271.5,41.74,conventional,2015,Harrisburg,263516.2569
855,2015-07-19,1.19,229650.57,42405.8,119272.94,1020.51,66951.32,65842.25,1051.54,57.53,conventional,2015,Harrisburg,273284.17829999997
856,2015-07-12,1.17,233638.96,42200.05,119798.85,2740.31,68899.75,67025.83,1705.19,168.73,conventional,2015,Harrisburg,273357.5832
857,2015-07-05,1.19,275844.88,49829.42,142250.13,3215.99,80549.34,78409.83,1623.22,516.29,conventional,2015,Harrisburg,328255.4072
858,2015-06-28,1.2,243537.29,42688.0,124701.97,2556.6,73590.72,70488.1,2376.23,726.39,conventional,2015,Harrisburg,292244.748
859,2015-06-21,1.19,255431.85,44179.19,128614.97,3182.4,79455.29,76907.65,1624.65,922.99,conventional,2015,Harrisburg,303963.9015
860,2015-06-14,1.13,277578.88,42766.16,140403.76,2028.31,92380.65,87952.58,2821.41,1606.66,conventional,2015,Harrisburg,313664.1344
861,2015-06-07,1.21,265638.42,40587.95,138950.26,675.56,85424.65,81417.34,3219.51,787.8,conventional,2015,Harrisburg,321422.48819999996
862,2015-05-31,1.22,260058.34,42572.44,125281.89,804.17,91399.84,87880.67,2341.73,1177.44,conventional,2015,Harrisburg,317271.1748
863,2015-05-24,1.21,270097.92,43499.81,132429.7,777.66,93390.75,89913.88,2641.89,834.98,conventional,2015,Harrisburg,326818.48319999996
864,2015-05-17,1.19,252843.56,44842.47,120942.94,487.01,86571.14,85065.22,1400.8,105.12,conventional,2015,Harrisburg,300883.8364
865,2015-05-10,1.19,299147.73,53021.23,158314.43,585.43,87226.64,85161.38,2065.26,0.0,conventional,2015,Harrisburg,355985.7987
866,2015-05-03,1.17,255913.63,46183.27,130134.66,527.56,79068.14,76930.85,2137.29,0.0,conventional,2015,Harrisburg,299418.9471
867,2015-04-26,1.21,234322.13,45102.26,118533.62,415.14,70271.11,68210.88,2022.73,37.5,conventional,2015,Harrisburg,283529.7773
868,2015-04-19,1.17,237429.16,45693.41,112023.17,501.77,79210.81,77244.93,1965.88,0.0,conventional,2015,Harrisburg,277792.1172
869,2015-04-12,1.18,201544.53,35513.59,101051.47,400.34,64579.13,62948.16,1630.97,0.0,conventional,2015,Harrisburg,237822.54539999997
870,2015-04-05,1.21,216376.66,35705.85,112157.42,485.39,68028.0,66320.66,1643.45,63.89,conventional,2015,Harrisburg,261815.7586
871,2015-03-29,1.14,197282.25,31891.81,102587.16,418.1,62385.18,61035.96,1349.22,0.0,conventional,2015,Harrisburg,224901.76499999998
872,2015-03-22,1.08,219149.75,28701.47,129731.5,481.59,60235.19,57777.32,2457.87,0.0,conventional,2015,Harrisburg,236681.73
873,2015-03-15,1.2,190760.3,31225.82,84433.44,470.53,74630.51,72181.56,2448.95,0.0,conventional,2015,Harrisburg,228912.36
874,2015-03-08,1.15,192277.92,38517.23,75750.79,334.13,77675.77,75825.42,1850.35,0.0,conventional,2015,Harrisburg,221119.608
875,2015-03-01,1.07,230913.14,28899.98,134019.55,614.07,67379.54,65870.9,1508.64,0.0,conventional,2015,Harrisburg,247077.05980000002
876,2015-02-22,1.2,191040.19,32241.22,83702.91,506.96,74589.1,73386.08,1203.02,0.0,conventional,2015,Harrisburg,229248.228
877,2015-02-15,1.22,187671.77,28592.73,85311.1,503.53,73264.41,72146.24,1118.17,0.0,conventional,2015,Harrisburg,228959.55939999997
878,2015-02-08,1.02,239756.62,35933.38,126557.74,722.59,76542.91,75408.57,1134.34,0.0,conventional,2015,Harrisburg,244551.7524
879,2015-02-01,1.06,283137.88,42732.12,168621.69,851.33,70932.74,69529.64,1403.1,0.0,conventional,2015,Harrisburg,300126.15280000004
880,2015-01-25,1.17,206074.14,33193.27,89075.29,426.35,83379.23,79720.85,3658.38,0.0,conventional,2015,Harrisburg,241106.7438
881,2015-01-18,1.24,182604.68,30928.18,85410.46,535.87,65730.17,64180.88,1549.29,0.0,conventional,2015,Harrisburg,226429.8032
882,2015-01-11,1.26,178735.25,34535.57,78778.96,582.3,64838.42,63840.09,998.33,0.0,conventional,2015,Harrisburg,225206.415
883,2015-01-04,1.05,203939.14,32679.84,121020.54,1286.19,48952.57,47583.64,1368.93,0.0,conventional,2015,Harrisburg,214136.09700000004
884,2015-12-27,1.27,243556.57,4427.27,194438.24,169.66,44521.4,43577.26,944.14,0.0,conventional,2015,Springfield,309316.84390000004
885,2015-12-20,1.18,264155.74,4806.75,212205.34,184.96,46958.69,45981.69,977.0,0.0,conventional,2015,Springfield,311703.7732
886,2015-12-13,1.24,238558.16,4439.86,186550.43,332.83,47235.04,46493.47,741.57,0.0,conventional,2015,Springfield,295812.1184
887,2015-12-06,1.19,239945.42,4269.91,199395.25,192.36,36087.9,35448.13,639.77,0.0,conventional,2015,Springfield,285535.0498
888,2015-11-29,1.32,213631.54,3572.7,172790.41,169.1,37099.33,36423.45,675.88,0.0,conventional,2015,Springfield,281993.6328
889,2015-11-22,1.27,212091.14,3720.08,176358.45,319.25,31693.36,30800.02,893.34,0.0,conventional,2015,Springfield,269355.7478
890,2015-11-15,1.12,275217.97,4680.06,228183.77,197.29,42156.85,40290.46,1866.39,0.0,conventional,2015,Springfield,308244.1264
891,2015-11-08,1.16,309186.06,5048.2,260745.71,171.88,43220.27,37770.33,5449.94,0.0,conventional,2015,Springfield,358655.8296
892,2015-11-01,1.16,326067.03,4471.3,271817.93,288.44,49489.36,44831.2,4658.16,0.0,conventional,2015,Springfield,378237.7548
893,2015-10-25,1.2,234361.36,3444.57,183080.97,300.22,47535.6,43920.24,3615.36,0.0,conventional,2015,Springfield,281233.632
894,2015-10-18,0.93,407866.27,4980.03,357183.34,594.12,45108.78,42004.56,3104.22,0.0,conventional,2015,Springfield,379315.63110000006
895,2015-10-11,1.38,264227.78,4555.33,206738.06,491.68,52442.71,49064.3,3378.41,0.0,conventional,2015,Springfield,364634.33640000003
896,2015-10-04,1.3,262638.61,5369.78,205512.49,287.31,51469.03,46352.66,5116.37,0.0,conventional,2015,Springfield,341430.19299999997
897,2015-09-27,1.29,247141.63,3978.86,196807.93,248.86,46105.98,42271.23,3834.75,0.0,conventional,2015,Springfield,318812.7027
898,2015-09-20,1.25,241532.74,3716.84,179938.31,270.67,57606.92,52877.17,4729.75,0.0,conventional,2015,Springfield,301915.925
899,2015-09-13,1.11,341176.21,4326.64,283221.2,206.25,53422.12,47929.52,5492.6,0.0,conventional,2015,Springfield,378705.59310000006
900,2015-09-06,1.27,281256.19,3976.35,221997.7,497.89,54784.25,52839.06,1945.19,0.0,conventional,2015,Springfield,357195.3613
901,2015-08-30,1.26,292827.27,3882.25,241162.58,593.94,47188.5,46616.28,572.22,0.0,conventional,2015,Springfield,368962.36020000005
902,2015-08-23,1.14,298493.22,4337.08,248478.66,422.19,45255.29,44345.82,909.47,0.0,conventional,2015,Springfield,340282.27079999994
903,2015-08-16,1.12,351074.46,4402.25,292976.9,886.72,52808.59,51496.76,1311.83,0.0,conventional,2015,Springfield,393203.3952000001
904,2015-08-09,1.12,354490.75,4619.78,292318.39,706.64,56845.94,55625.9,1220.04,0.0,conventional,2015,Springfield,397029.64
905,2015-08-02,1.16,323449.77,4543.97,268797.64,1283.94,48824.22,47631.34,1192.88,0.0,conventional,2015,Springfield,375201.7332
906,2015-07-26,1.3,266049.58,3579.93,205203.65,2171.08,55094.92,52815.8,2279.12,0.0,conventional,2015,Springfield,345864.454
907,2015-07-19,1.32,258239.1,3759.04,189919.51,5496.69,59063.86,56769.39,2294.47,0.0,conventional,2015,Springfield,340875.612
908,2015-07-12,1.06,389782.2,4947.35,299937.47,11286.35,73611.03,71429.27,2181.76,0.0,conventional,2015,Springfield,413169.13200000004
909,2015-07-05,1.25,339064.22,4847.8,250696.56,11793.14,71726.72,67565.11,4161.61,0.0,conventional,2015,Springfield,423830.27499999997
910,2015-06-28,1.27,304624.07,4253.95,226699.55,9682.22,63988.35,60622.57,3365.78,0.0,conventional,2015,Springfield,386872.5689
911,2015-06-21,1.25,341628.84,4030.52,258200.71,10100.06,69297.55,67505.16,1792.39,0.0,conventional,2015,Springfield,427036.05000000005
912,2015-06-14,1.15,338036.94,4926.58,253423.88,6839.64,72846.84,69607.77,3239.07,0.0,conventional,2015,Springfield,388742.48099999997
913,2015-06-07,1.29,353474.52,4435.64,281285.58,219.26,67534.04,66052.8,1481.24,0.0,conventional,2015,Springfield,455982.13080000004
914,2015-05-31,1.33,319502.82,4974.69,237651.14,142.52,76734.47,74809.0,1925.47,0.0,conventional,2015,Springfield,424938.7506
915,2015-05-24,1.34,314930.61,4532.15,229800.24,177.56,80420.66,78505.66,1915.0,0.0,conventional,2015,Springfield,422007.0174
916,2015-05-17,1.2,358753.17,4623.9,281567.1,249.3,72312.87,69888.23,2424.64,0.0,conventional,2015,Springfield,430503.80399999995
917,2015-05-10,1.25,370924.13,5262.94,288462.56,390.91,76807.72,73455.49,3352.23,0.0,conventional,2015,Springfield,463655.1625
918,2015-05-03,1.25,329589.03,4005.44,255378.5,539.0,69666.09,66957.03,2709.06,0.0,conventional,2015,Springfield,411986.28750000003
919,2015-04-26,1.36,277178.42,4159.5,206008.87,229.9,66780.15,64008.53,2693.84,77.78,conventional,2015,Springfield,376962.6512
920,2015-04-19,1.35,271198.73,3625.55,196720.42,175.12,70677.64,66844.17,3833.47,0.0,conventional,2015,Springfield,366118.2855
921,2015-04-12,1.25,251083.39,3432.34,182584.86,133.93,64932.26,63103.19,1829.07,0.0,conventional,2015,Springfield,313854.23750000005
922,2015-04-05,1.33,246967.21,4021.27,183801.36,194.45,58950.13,56550.7,2399.43,0.0,conventional,2015,Springfield,328466.3893
923,2015-03-29,1.22,241495.12,3980.5,184277.87,217.08,53019.67,50509.85,2509.82,0.0,conventional,2015,Springfield,294624.0464
924,2015-03-22,1.11,292821.36,5900.6,230143.88,139.93,56636.95,53990.12,2646.83,0.0,conventional,2015,Springfield,325031.7096
925,2015-03-15,1.4,225761.68,6740.23,150490.66,160.54,68370.25,65306.48,3063.77,0.0,conventional,2015,Springfield,316066.35199999996
926,2015-03-08,1.43,210375.08,3253.02,125712.73,145.3,81264.03,77718.63,3545.4,0.0,conventional,2015,Springfield,300836.36439999996
927,2015-03-01,1.12,314917.55,4547.97,250129.65,271.71,59968.22,57600.88,2367.34,0.0,conventional,2015,Springfield,352707.656
928,2015-02-22,1.38,220210.32,3632.57,142741.2,285.7,73550.85,71330.51,2220.34,0.0,conventional,2015,Springfield,303890.2416
929,2015-02-15,1.39,223170.31,3681.09,138690.77,216.75,80581.7,79026.53,1555.17,0.0,conventional,2015,Springfield,310206.73089999997
930,2015-02-08,1.09,364571.57,6791.17,289098.22,215.13,68467.05,65594.58,2872.47,0.0,conventional,2015,Springfield,397383.0113
931,2015-02-01,1.32,297969.31,4803.72,216923.02,364.83,75877.74,72234.63,3643.11,0.0,conventional,2015,Springfield,393319.4892
932,2015-01-25,1.35,241174.11,4305.86,150044.76,231.99,86591.5,79402.42,7189.08,0.0,conventional,2015,Springfield,325585.0485
933,2015-01-18,1.39,229216.05,3347.41,160683.8,286.52,64898.32,62671.58,2226.74,0.0,conventional,2015,Springfield,318610.3095
934,2015-01-11,1.38,232640.15,4365.27,143001.84,223.15,85049.89,83319.8,1730.09,0.0,conventional,2015,Springfield,321043.40699999995
935,2015-01-04,1.06,332208.14,6387.6,267593.62,165.35,58061.57,55401.31,2660.26,0.0,conventional,2015,Springfield,352140.62840000005
936,2015-12-27,0.78,944506.54,389773.22,288003.62,126150.81,140578.89,73711.94,36493.62,30373.33,conventional,2015,Houston,736715.1012
937,2015-12-20,0.75,922355.67,382444.22,278067.11,127372.19,134472.15,72198.16,31520.66,30753.33,conventional,2015,Houston,691766.7525000001
938,2015-12-13,0.73,998752.95,412187.8,386865.21,81450.04,118249.9,69011.01,48622.22,616.67,conventional,2015,Houston,729089.6534999999
939,2015-12-06,0.74,989676.85,368528.91,490805.0,7041.19,123301.75,61020.31,62281.44,0.0,conventional,2015,Houston,732360.869
940,2015-11-29,0.79,783225.98,391616.95,289533.68,4334.89,97740.46,67880.28,29860.18,0.0,conventional,2015,Houston,618748.5242
941,2015-11-22,0.73,913002.96,402191.51,391110.76,6924.43,112776.26,70785.25,41991.01,0.0,conventional,2015,Houston,666492.1608
942,2015-11-15,0.72,998801.78,530464.33,332541.11,4611.0,131185.34,62414.66,68770.68,0.0,conventional,2015,Houston,719137.2816
943,2015-11-08,0.75,983909.85,427828.16,411365.91,20404.29,124311.49,56573.89,67737.6,0.0,conventional,2015,Houston,737932.3875
944,2015-11-01,0.77,1007805.74,395945.0,365506.02,111263.81,135090.91,56198.27,78892.64,0.0,conventional,2015,Houston,776010.4198
945,2015-10-25,0.88,933623.58,437329.85,313129.29,81274.85,101889.59,57577.21,44260.6,51.78,conventional,2015,Houston,821588.7504
946,2015-10-18,0.9,847813.12,436132.2,242842.91,80895.03,87942.98,59835.83,28107.15,0.0,conventional,2015,Houston,763031.808
947,2015-10-11,0.79,1036269.51,410949.18,385629.69,126765.96,112924.68,62638.13,50286.55,0.0,conventional,2015,Houston,818652.9129
948,2015-10-04,0.82,1019283.99,411727.49,435388.05,43558.15,128610.3,59751.0,68859.3,0.0,conventional,2015,Houston,835812.8718
949,2015-09-27,0.86,968988.09,383218.43,458982.9,16780.9,110005.86,61098.51,48907.35,0.0,conventional,2015,Houston,833329.7574
950,2015-09-20,0.83,967228.05,417701.88,445473.03,6959.5,97093.64,55198.32,41895.32,0.0,conventional,2015,Houston,802799.2815
951,2015-09-13,0.89,1095790.27,421533.83,540499.39,5559.36,128197.69,55636.91,72560.78,0.0,conventional,2015,Houston,975253.3403
952,2015-09-06,0.89,1090493.39,460377.08,495487.54,6230.7,128398.07,63724.96,64673.11,0.0,conventional,2015,Houston,970539.1170999999
953,2015-08-30,0.88,926124.93,559048.7,260761.33,4514.17,101800.73,72264.6,29536.13,0.0,conventional,2015,Houston,814989.9384000001
954,2015-08-23,0.89,933166.17,509472.17,321616.5,4323.68,97753.82,62733.47,35020.35,0.0,conventional,2015,Houston,830517.8913
955,2015-08-16,0.92,968899.09,565965.79,297434.65,3479.25,102019.4,65764.02,36255.38,0.0,conventional,2015,Houston,891387.1628
956,2015-08-09,0.92,935149.69,474778.09,356592.63,5288.3,98490.67,62834.44,35656.23,0.0,conventional,2015,Houston,860337.7148
957,2015-08-02,0.9,948126.9,568694.81,281941.22,3494.6,93996.27,60782.86,33213.41,0.0,conventional,2015,Houston,853314.2100000001
958,2015-07-26,0.79,1086740.19,522819.52,443177.18,5096.53,115646.96,69845.31,45801.65,0.0,conventional,2015,Houston,858524.7501
